elec_id,country,year,presidential,date,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,multi,seats,tier1_avemag,tier1_districts,tier2_districts,tier3_districts,tier4_districts,enep,enep1,enpp,enpp1,dd_democracy,bmr_democracy,fh_democracy,p5_democracy,vd_polyarchy,tier1_EffElecThrsh
L-GRC-1981-10-19,Greece,1981,0,"October 19, 1981",2.0,9.0,15.0,12.0,13.0,13.0,1.0,300.0,5.14,56.0,9.0,1.0,1.0,2.68,2.68,2.1,2.1,1,1.0,0.0,1.0,1,0.1221498371335505
L-GRG-2004-3-28,Georgia,2004,0,"March 28, 2004",3.0,12.0,3.0,13.0,,,1.0,235.0,1.0,85.0,1.0,0.0,0.0,1.91,2.11976440634034,1.21,1.21,1,1.0,0.0,1.0,1,0.375
L-GRG-2008-5-21,Georgia,2008,0,"May 21, 2008",3.0,12.0,3.0,13.0,,,1.0,150.0,1.0,75.0,1.0,0.0,0.0,2.51,2.51652922609663,1.55,1.55,1,1.0,0.0,1.0,1,0.375
L-GRG-2012-10-1,Georgia,2012,0,"October 01, 2012",3.0,12.0,3.0,13.0,,,1.0,150.0,1.0,73.0,1.0,0.0,0.0,2.147407,2.147407,1.965066,1.965066,1,1.0,0.0,1.0,1,0.375
L-GRG-2016-10-8,Georgia,2016,0,"October 08, 2016",3.0,12.0,2.0,13.0,,,1.0,150.0,1.0,73.0,1.0,0.0,0.0,3.1276,3.1276,1.607832,1.607832,1,,0.0,1.0,1,0.375
L-GRG-2020-10-31,Georgia,2020,0,"October 31, 2020",3.0,12.0,2.0,13.0,,,1.0,150.0,1.0,73.0,1.0,0.0,0.0,3.16864812796269,3.20645395051159,2.31624459542928,2.31624459542928,1,,0.0,,1,0.375
L-GRN-1976-12-7,Grenada,1976,0,"December 07, 1976",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,2.07,2.075,1.92,1.92,1,1.0,0.0,0.0,0,0.375
L-GRN-1984-12-3,Grenada,1984,0,"December 03, 1984",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,2.11,2.11,1.14,1.14,1,1.0,0.0,0.0,0,0.375
L-GRN-1990-3-13,Grenada,1990,0,"March 13, 1990",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,3.85,3.85,3.08,3.08,1,1.0,1.0,0.0,0,0.375
L-GRN-1995-6-20,Grenada,1995,0,"June 20, 1995",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,3.65,3.66,2.42,2.42,1,1.0,1.0,0.0,0,0.375
L-GRN-1999-1-18,Grenada,1999,0,"January 18, 1999",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,2.15,2.15,1.0,1.0,1,1.0,1.0,0.0,0,0.375
L-GRN-2003-11-27,Grenada,2003,0,"November 27, 2003",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,2.3,2.3123619518301,1.99,1.99,1,1.0,1.0,0.0,0,0.375
L-GRN-2008-7-8,Grenada,2008,0,"July 08, 2008",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,2.03,2.03059581959948,1.64,1.64,1,1.0,1.0,0.0,0,0.375
L-GRN-2013-2-9,Grenada,2013,0,"February 09, 2013",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,1.954855,1.954855,1.0,1.0,1,1.0,1.0,0.0,0,0.375
L-GRN-2018-3-13,Grenada,2018,0,"March 13, 2018",1.0,1.0,1.0,,,,0.0,15.0,1.0,15.0,0.0,0.0,0.0,1.95701609841443,1.95715398496123,1.0,1.0,1,,1.0,0.0,0,0.375
L-GUA-1947-1-24,Republic of Guatemala,1947,0,"January 24, 1947",3.0,12.0,12.0,,,,0.0,68.0,3.09,22.0,0.0,0.0,0.0,,,1.33487297921478,1.33487297921478,0,1.0,,0.0,0,0.18337408312958436
L-GUA-1948-11-26,Republic of Guatemala,1948,0,"November 26, 1948",3.0,12.0,12.0,,,,0.0,68.0,3.09,22.0,0.0,0.0,0.0,,,3.38011695906433,3.38011695906433,0,1.0,,0.0,0,0.18337408312958436
L-GUA-1950-12-16,Guatemala,1950,0,"December 16, 1950",2.0,9.0,12.0,,,,0.0,68.0,3.09,22.0,0.0,0.0,0.0,-99.0,-99.0,5.01,-99.0,1,1.0,,0.0,0,0.18337408312958436
L-GUA-1953-1-18,Guatemala,1953,0,"January 18, 1953",2.0,9.0,12.0,,,,0.0,68.0,3.09,22.0,0.0,0.0,0.0,-99.0,-99.0,3.77,-99.0,1,1.0,,0.0,0,0.18337408312958436
L-GUA-1958-1-19,Guatemala,1958,0,"January 19, 1958",2.0,9.0,12.0,,,,0.0,66.0,3.0,22.0,0.0,0.0,0.0,3.23,3.23,,-99.0,1,1.0,,0.0,0,0.1875
L-GUA-1959-12-16,Guatemala,1959,0,"December 16, 1959",2.0,9.0,12.0,,,,0.0,66.0,3.0,22.0,0.0,0.0,0.0,5.29,5.29,4.44,-99.0,1,1.0,,0.0,0,0.1875
L-GUA-1961-12-3,Guatemala,1961,0,"December 03, 1961",2.0,9.0,12.0,,,,0.0,66.0,3.0,22.0,0.0,0.0,0.0,2.89,2.89,,-99.0,1,1.0,,0.0,0,0.1875
L-GUA-1966-3-6,Guatemala,1966,0,"March 06, 1966",2.0,9.0,25.0,,,,0.0,55.0,2.5,22.0,0.0,0.0,0.0,2.83,2.83,2.32,2.32,1,1.0,,0.0,0,0.21428571428571427
L-GUA-1970-3-1,Guatemala,1970,0,"March 01, 1970",2.0,9.0,25.0,,,,0.0,55.0,2.5,22.0,0.0,0.0,0.0,2.83,2.83,1.89,-99.0,1,1.0,,0.0,0,0.21428571428571427
L-GUA-1974-3-3,Guatemala,1974,0,"March 03, 1974",2.0,9.0,25.0,,,,0.0,60.0,2.73,22.0,0.0,0.0,0.0,-99.0,-99.0,4.59,4.59,1,1.0,0.0,0.0,0,0.20107238605898123
L-GUA-1978-3-5,Guatemala,1978,0,"March 05, 1978",2.0,9.0,25.0,,,,0.0,61.0,2.77,22.0,0.0,0.0,0.0,-99.0,-99.0,3.26,-99.0,1,1.0,0.0,0.0,0,0.1989389920424403
L-GUA-1982-3-7,Guatemala,1982,0,"March 07, 1982",2.0,9.0,25.0,,,,0.0,66.0,3.0,22.0,0.0,0.0,0.0,-99.0,-99.0,2.74,2.81,1,0.0,0.0,0.0,0,0.1875
L-GUA-1990-11-11,Guatemala,1990,0,"November 11, 1990",2.0,9.0,25.0,25.0,,,1.0,116.0,3.87,23.0,1.0,0.0,0.0,7.01,7.06,4.43,4.43,1,1.0,0.0,0.0,0,0.1540041067761807
L-GUA-1994-8-14,Guatemala,1994,0,"August 14, 1994",2.0,9.0,25.0,25.0,,,1.0,80.0,2.78,23.0,1.0,0.0,0.0,5.67,5.7,3.47,3.47,1,1.0,0.0,0.0,0,0.19841269841269843
L-GUA-1995-11-12,Guatemala,1995,0,"November 12, 1995",2.0,9.0,25.0,25.0,,,1.0,80.0,2.78,23.0,1.0,0.0,0.0,5.9,6.035,2.73,2.73,1,1.0,0.0,0.0,0,0.19841269841269843
L-GUA-1999-11-7,Guatemala,1999,0,"November 07, 1999",2.0,9.0,25.0,25.0,,,1.0,113.0,3.96,23.0,1.0,0.0,0.0,3.76,3.765,2.35,2.35,1,1.0,0.0,1.0,1,0.15120967741935484
L-GUA-2003-11-9,Guatemala,2003,0,"November 09, 2003",2.0,9.0,25.0,25.0,,,1.0,158.0,5.77,22.0,1.0,0.0,0.0,5.49,6.28071093384026,4.61,4.63104754364824,1,1.0,0.0,1.0,1,0.11078286558345643
L-GUA-2007-9-9,Guatemala,2007,0,"September 09, 2007",2.0,9.0,25.0,25.0,,,1.0,158.0,5.77,22.0,1.0,0.0,0.0,7.74,7.74,4.78,4.78,1,1.0,0.0,1.0,1,0.11078286558345643
L-GUA-2011-9-11,Guatemala,2011,0,"September 11, 2011",2.0,9.0,25.0,25.0,,,1.0,158.0,5.77,22.0,1.0,0.0,0.0,6.39,6.39,4.15,4.15,1,1.0,0.0,1.0,1,0.11078286558345643
L-GUA-2015-9-6,Guatemala,2015,0,"September 06, 2015",2.0,9.0,25.0,25.0,,,1.0,158.0,5.77,22.0,1.0,0.0,0.0,9.542723,9.542723,6.065112,6.065112,1,1.0,0.0,1.0,1,0.11078286558345643
L-GUA-2019-6-16,Guatemala ,2019,0,"June 16, 2019",2.0,9.0,25.0,25.0,,,1.0,160.0,5.57,23.0,1.0,0.0,0.0,15.1276524258476,15.1276524258476,6.73329826407154,6.73329826407154,1,,0.0,,1,0.1141552511415525
L-GUY-1992-10-5,The Co-operative Republic of Guyana,1992,0,"October 05, 1992",2.0,9.0,13.0,13.0,,,1.0,53.0,53.0,1.0,1.0,0.0,0.0,2.15721805160066,2.15721805160066,2.1361216730038,2.1361216730038,1,1.0,0.0,1.0,0,0.013888888888888888
L-GUY-1997-12-15,The Co-operative Republic of Guyana,1997,0,"December 15, 1997",2.0,9.0,13.0,13.0,,,1.0,53.0,53.0,1.0,1.0,0.0,0.0,2.12645609080818,2.12645609080818,2.11680482290882,2.11680482290882,1,1.0,1.0,1.0,0,0.013888888888888888
L-HON-1985-11-24,Honduras,1985,0,"November 24, 1985",2.0,9.0,13.0,,,,0.0,134.0,7.44,18.0,0.0,0.0,0.0,2.14,2.14,2.12,2.12,1,1.0,1.0,0.0,0,0.08886255924170615
L-HON-1989-11-26,Honduras,1989,0,"November 26, 1989",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,2.13,2.13,2.0,2.0,1,1.0,1.0,1.0,0,0.09247842170160296
L-HON-1993-11-28,Honduras,1993,0,"November 28, 1993",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,2.14,2.14,2.03,2.03,1,1.0,0.0,1.0,1,0.09247842170160296
L-HON-2001-11-25,Honduras,2001,0,"November 25, 2001",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,2.58,2.58,2.41,2.41,1,1.0,0.0,1.0,1,0.09247842170160296
L-HON-2005-11-27,Honduras,2005,0,"November 27, 2005",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,2.69,2.69000926227178,2.37,2.37,1,1.0,0.0,1.0,1,0.09247842170160296
L-HON-2009-11-29,Honduras,2009,0,"November 29, 2009",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,2.46,2.4600121033191,2.3,2.3,1,0.0,0.0,1.0,0,0.09247842170160296
L-HON-2013-11-24,Honduras,2013,0,"November 24, 2013",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,4.141149,4.141149,3.581985,3.581985,1,1.0,0.0,1.0,0,0.09247842170160296
L-HON-2017-11-26,Honduras,2017,0,"November 26, 2017",2.0,9.0,13.0,,,,0.0,128.0,7.11,18.0,0.0,0.0,0.0,,,3.07276819204801,3.07276819204801,1,,0.0,1.0,0,0.09247842170160296
L-HUN-2018-4-8,Hungary,2018,0,"April 08, 2018",3.0,11.0,1.0,25.0,,,1.0,199.0,1.0,106.0,1.0,0.0,0.0,3.30911349048137,3.30988631930645,2.09362939466032,2.09407223309185,1,,0.0,1.0,0,0.375
L-IND-1951-10-25,India,1951,0,"October 25, 1951",1.0,1.0,1.0,,,,0.0,489.0,1.23,396.0,0.0,0.0,0.0,3.82,4.485,1.77,1.79,1,1.0,,0.0,0,0.336322869955157
L-IND-1991-5-20,India,1991,0,"May 20, 1991",1.0,1.0,1.0,,,,0.0,543.0,1.0,543.0,0.0,0.0,0.0,5.08,5.12,3.6,3.6,1,1.0,0.0,1.0,1,0.375
L-IND-1996-4-27,India,1996,0,"April 27, 1996",1.0,1.0,1.0,,,,0.0,543.0,1.0,543.0,0.0,0.0,0.0,5.38,7.36,5.82,5.82,1,1.0,0.0,1.0,1,0.375
L-IND-2019-4-11,India,2019,0,"April 11, 2019",1.0,1.0,1.0,,,,0.0,543.0,1.0,543.0,0.0,0.0,0.0,5.17743054476924,5.43685097591475,3.02587450043262,3.02637326410352,1,,1.0,,0,0.375
L-INS-1999-6-7,Indonesia,1999,0,"June 07, 1999",2.0,9.0,13.0,,,,0.0,462.0,17.11,27.0,0.0,0.0,0.0,5.05,5.05,4.67,4.67,1,1.0,0.0,1.0,1,0.041413583655438985
L-INS-2004-4-5,Indonesia,2004,0,"April 05, 2004",2.0,9.0,13.0,,,,0.0,550.0,7.97,69.0,0.0,0.0,0.0,8.55,8.70907031251679,7.07,7.07,1,1.0,0.0,1.0,1,0.08361204013377928
L-INS-2014-4-9,Indonesia,2014,0,"April 09, 2014",2.0,9.0,13.0,,,,0.0,560.0,7.27,77.0,0.0,0.0,0.0,8.854965,8.854965,8.161566,8.161566,1,1.0,0.0,1.0,1,0.09068923821039904
L-INS-2019-4-17,Indonesia,2019,0,"April 17, 2019",2.0,9.0,26.0,,,,0.0,575.0,7.19,80.0,0.0,0.0,0.0,8.70898070089877,9.50389659760502,7.47158256310592,7.47158256310592,1,,0.0,,1,0.09157509157509156
L-IRE-1981-6-11,Ireland,1981,0,"June 11, 1981",2.0,10.0,28.0,,,,0.0,166.0,4.0,41.0,0.0,0.0,0.0,2.85,2.86,2.61,2.61,1,1.0,0.0,1.0,1,0.15
L-ISR-1981-6-30,Israel,1981,0,"June 30, 1981",2.0,9.0,25.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,3.56,3.585,3.13,3.13,1,1.0,0.0,1.0,1,0.006198347107438017
L-JAM-1980-10-30,Jamaica,1980,0,"October 30, 1980",1.0,1.0,1.0,,,,0.0,60.0,1.0,60.0,0.0,0.0,0.0,1.94,1.94,1.34,1.34,1,1.0,1.0,1.0,0,0.375
L-JAM-1983-12-15,Jamaica,1983,0,"December 15, 1983",1.0,1.0,1.0,,,,0.0,60.0,1.0,60.0,0.0,0.0,0.0,1.23,1.23,1.0,1.0,1,1.0,1.0,1.0,0,0.375
L-JPN-1946-4-10,Japan,1946,0,"April 10, 1946",1.0,7.0,10.0,,,,0.0,464.0,8.75,53.0,0.0,0.0,0.0,5.61,6.95,4.58,4.74,1,0.0,,0.0,0,0.07692307692307693
L-JPN-1947-4-25,Japan,1947,0,"April 25, 1947",1.0,8.0,11.0,,,,0.0,466.0,3.98,117.0,0.0,0.0,0.0,4.54,4.61,3.87,3.89,1,0.0,,0.0,0,0.1506024096385542
L-JPN-1949-1-23,Japan,1949,0,"January 23, 1949",1.0,8.0,11.0,,,,0.0,466.0,3.98,117.0,0.0,0.0,0.0,3.85,3.945,2.67,2.68,1,0.0,,0.0,0,0.1506024096385542
L-KEN-1997-12-29,Kenya,1997,0,"December 29, 1997",1.0,1.0,1.0,,,,0.0,222.0,1.0,210.0,0.0,0.0,0.0,-99.0,-99.0,3.16,3.16,1,0.0,0.0,0.0,0,0.375
L-KEN-2002-12-27,Kenya,2002,0,"December 27, 2002",1.0,1.0,1.0,,,,0.0,210.0,1.0,210.0,0.0,0.0,0.0,2.38,2.44638536747298,2.19,2.21451743175544,1,1.0,0.0,1.0,0,0.375
L-KEN-2007-12-27,Kenya,2007,0,"December 27, 2007",1.0,1.0,1.0,,,,0.0,210.0,1.0,210.0,0.0,0.0,0.0,-99.0,-99.0,3.52,3.52,1,1.0,0.0,1.0,0,0.375
L-KEN-2013-3-4,Kenya,2013,0,"March 04, 2013",1.0,1.0,1.0,1.0,,,1.0,337.0,1.0,290.0,47.0,0.0,0.0,7.074637,7.074637,5.109047,5.109047,1,1.0,0.0,1.0,0,0.375
L-KEN-2017-8-8,Kenya,2017,0,"August 08, 2017",1.0,1.0,1.0,1.0,,,1.0,337.0,1.0,290.0,47.0,0.0,0.0,4.3375,4.8781,3.3397,3.3572,1,,0.0,1.0,0,0.375
L-KIR-1982-3-26,Kiribati,1982,0,"March 26, 1982",1.0,2.0,2.0,,,,0.0,36.0,1.57,23.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,1.0,0.0,0,0.29182879377431903
L-KIR-1983-1-12,Kiribati,1983,0,"January 12, 1983",1.0,2.0,2.0,,,,0.0,36.0,1.57,23.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,1.0,0.0,0,0.29182879377431903
L-KIR-1987-3-12,Kiribati,1987,0,"March 12, 1987",1.0,2.0,2.0,,,,0.0,39.0,1.7,23.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,1.0,0.0,0,0.27777777777777773
L-KIR-1991-5-8,Kiribati,1991,0,"May 08, 1991",1.0,2.0,2.0,,,,0.0,39.0,1.7,23.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,1.0,0.0,0,0.27777777777777773
L-KIR-1994-7-24,Kiribati,1994,0,"July 24, 1994",1.0,2.0,2.0,,,,0.0,39.0,1.7,23.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,1.0,0.0,0,0.27777777777777773
L-KIR-1998-9-23,Kiribati,1998,0,"September 23, 1998",1.0,2.0,2.0,,,,0.0,40.0,1.74,23.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,1.0,1.0,0.0,0,0.2737226277372263
L-KIR-2002-11-29,Kiribati,2002,0,"November 29, 2002",1.0,2.0,2.0,,,,0.0,40.0,1.74,23.0,0.0,0.0,0.0,-99.0,-99.0,2.69,4.44683616799087,1,1.0,1.0,0.0,0,0.2737226277372263
L-KIR-2003-5-9,Kiribati,2003,0,"May 09, 2003",1.0,2.0,2.0,,,,0.0,40.0,1.74,23.0,0.0,0.0,0.0,-99.0,-99.0,1.92,1.92,1,1.0,1.0,0.0,0,0.2737226277372263
L-KIR-2007-8-27,Kiribati,2007,0,"August 27, 2007",1.0,2.0,2.0,,,,0.0,44.0,1.91,23.0,0.0,0.0,0.0,-99.0,-99.0,2.64,4.84652516386184,1,1.0,1.0,0.0,0,0.25773195876288657
L-KIR-2011-10-21,Kiribati,2011,0,"October 21, 2011",1.0,2.0,2.0,,,,0.0,44.0,1.91,23.0,0.0,0.0,0.0,-99.0,-99.0,3.28,5.62005701856063,1,1.0,1.0,0.0,0,0.25773195876288657
L-KIR-2015-12-30,Kiribati,2015,0,"December 30, 2015",1.0,2.0,2.0,,,,0.0,44.0,1.91,23.0,0.0,0.0,0.0,,,1.952748,1.952748,1,1.0,1.0,0.0,0,0.25773195876288657
L-KIR-2020-4-14,Kiribati,2020,0,"April 14, 2020",1.0,2.0,2.0,,,,0.0,44.0,1.91,23.0,0.0,0.0,0.0,,,2.08978328173375,2.09194214876033,1,,1.0,,0,0.25773195876288657
L-KOS-2014-6-8,Republic of Kosovo,2014,0,"June 08, 2014",2.0,9.0,26.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,5.22289978320788,5.22289978320788,5.18358531317495,5.18358531317495,1,0.0,0.0,1.0,1,0.006198347107438017
L-KOS-2017-6-11,Republic of Kosovo,2017,0,"June 11, 2017",2.0,9.0,26.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,3.8646,3.8646,4.1356,4.1356,1,,0.0,1.0,1,0.006198347107438017
L-KOS-2019-10-6,Republic of Kosovo,2019,0,"October 06, 2019",2.0,9.0,26.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,5.1424,5.1424,5.7143,5.7143,1,,0.0,1.0,1,0.006198347107438017
L-KYR-2007-12-16,Kyrgyzstan,2007,0,"December 16, 2007",2.0,9.0,13.0,,,,0.0,90.0,90.0,1.0,0.0,0.0,0.0,4.43,4.43,1.55,1.55,1,0.0,0.0,0.0,0,0.008241758241758242
L-KYR-2010-10-10,Kyrgyzstan,2010,0,"October 10, 2010",2.0,9.0,13.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,6.31,9.137577210144,4.9,4.9,1,0.0,0.0,0.0,0,0.006198347107438017
L-KYR-2015-10-4,Kyrgyzstan,2015,0,"October 04, 2015",2.0,9.0,13.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,5.709718,5.709718,4.822505,4.822505,1,0.0,0.0,1.0,0,0.006198347107438017
L-KYR-2020-10-4,Kyrgyzstan,2020,0,"October 04, 2020",2.0,9.0,13.0,,,,0.0,120.0,120.0,1.0,0.0,0.0,0.0,6.75528565637362,6.75528565637362,3.15374507227332,3.15374507227332,1,,0.0,,0,0.006198347107438017
L-LAT-1993-6-5,Latvia,1993,0,"June 05, 1993",2.0,9.0,26.0,,,,0.0,100.0,20.0,5.0,0.0,0.0,0.0,6.21,6.21,5.05,5.05,1,1.0,0.0,1.0,1,0.03571428571428571
L-LBR-2005-10-11,Liberia,2005,0,"October 11, 2005",1.0,1.0,1.0,,,,0.0,64.0,1.0,64.0,0.0,0.0,0.0,9.56,10.02,7.59,8.28,1,0.0,0.0,0.0,0,0.375
L-LBR-2011-10-11,Liberia,2011,0,"October 11, 2011",1.0,1.0,1.0,,,,0.0,73.0,1.0,73.0,0.0,0.0,0.0,8.3,13.1083354619858,6.41,7.07112853542768,1,1.0,0.0,1.0,1,0.375
L-LBR-2017-10-10,Liberia ,2017,0,"October 10, 2017",1.0,1.0,1.0,,,,0.0,73.0,1.0,73.0,0.0,0.0,0.0,11.0322379644903,15.131214105923,5.01317027281279,5.96085011185682,1,,0.0,1.0,1,0.375
L-LEB-1947-5-25,Lebanon,1947,0,"May 25, 1947",,2.0,3.0,,,,0.0,55.0,11.0,5.0,0.0,0.0,0.0,-99.0,-99.0,16.03,16.03,1,0.0,,0.0,0,0.0625
L-LEB-1951-4-15,Lebanon,1951,0,"April 15, 1951",,2.0,3.0,,,,0.0,77.0,8.56,9.0,0.0,0.0,0.0,-99.0,-99.0,52.42,52.42,1,0.0,,0.0,0,0.07845188284518828
L-LEB-1953-8-9,Lebanon,1953,0,"August 09, 1953",1.0,5.0,8.0,,,,0.0,44.0,1.33,33.0,0.0,0.0,0.0,-99.0,-99.0,34.59,34.59,1,0.0,,0.0,0,0.3218884120171674
L-LEB-1957-6-23,Lebanon,1957,0,"June 23, 1957",1.0,5.0,8.0,,,,0.0,66.0,2.54,26.0,0.0,0.0,0.0,-99.0,-99.0,44.58,44.58,1,0.0,,0.0,0,0.211864406779661
L-LEB-1960-7-2,Lebanon,1960,0,"July 02, 1960",1.0,5.0,8.0,,,,0.0,99.0,3.81,26.0,0.0,0.0,0.0,-99.0,-99.0,45.74,45.74,1,0.0,,0.0,0,0.1559251559251559
L-LEB-1964-5-3,Lebanon,1964,0,"May 03, 1964",1.0,5.0,8.0,,,,0.0,99.0,3.81,26.0,0.0,0.0,0.0,-99.0,-99.0,44.23,44.23,1,0.0,,0.0,0,0.1559251559251559
L-LEB-1968-4-7,Lebanon,1968,0,"April 07, 1968",1.0,5.0,8.0,,,,0.0,99.0,3.81,26.0,0.0,0.0,0.0,-99.0,-99.0,33.12,33.12,1,0.0,,0.0,0,0.1559251559251559
L-LEB-1972-4-30,Lebanon,1972,0,"April 30, 1972",1.0,5.0,8.0,,,,0.0,99.0,3.81,26.0,0.0,0.0,0.0,-99.0,-99.0,33.57,33.57,1,1.0,1.0,0.0,0,0.1559251559251559
L-LES-2015-2-28,Lesotho,2015,0,"February 28, 2015",3.0,11.0,1.0,12.0,,,1.0,120.0,1.0,80.0,1.0,0.0,0.0,3.29811670280413,3.29918315854096,3.17880794701987,3.17880794701987,1,1.0,0.0,1.0,1,0.375
L-LES-2017-6-3,Lesotho,2017,0,"June 03, 2017",3.0,11.0,1.0,12.0,,,1.0,120.0,1.0,80.0,1.0,0.0,0.0,4.01152833011508,4.01165449818194,3.93249066360241,3.93249066360241,1,,0.0,1.0,1,0.375
L-LIE-1993-10-24,Liechtenstein,1993,0,"February 07, 1993",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,2.43,2.43,2.32,2.32,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-1993-2-7,Liechtenstein,1993,0,"October 24, 1993",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,2.33,2.33,2.15,2.15,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-1997-2-2,Liechtenstein,1997,0,"February 02, 1997",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,2.33,2.33,2.29,2.29,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-2001-2-11,Liechtenstein,2001,0,"February 11, 2001",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,2.22,2.22,2.1,2.1,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-2005-3-11,Liechtenstein,2005,0,"March 11, 2005",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,2.5,2.5,2.47,2.47,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-2009-2-8,Liechtenstein,2009,0,"February 08, 2009",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,2.36,2.36,2.15,2.15,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-2013-2-3,Liechtenstein,2013,0,"February 03, 2013",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,3.247228,3.247228,3.306878,3.306878,1,1.0,1.0,0.0,0,0.05555555555555555
L-LIE-2017-2-5,Liechtenstein,2017,0,"February 05, 2017",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,3.48183353353876,3.48183353353876,3.49162011173184,3.49162011173184,1,,1.0,0.0,0,0.05555555555555555
L-LIE-2021-2-7,Liechtenstein,2021,0,"February 07, 2021",2.0,9.0,12.0,,,,0.0,25.0,12.5,2.0,0.0,0.0,0.0,3.46634868694712,3.46634868694712,2.93427230046948,2.93427230046948,1,,0.0,,0,0.05555555555555555
L-MAA-2006-11-19,Mauritania,2006,0,"November 19, 2006",1.0,2.0,4.0,,,,0.0,95.0,1.0,95.0,0.0,0.0,0.0,-99.0,-99.0,4.33,21.41,1,0.0,0.0,0.0,0,0.375
L-MAC-1994-10-16,Macedonia,1994,0,"October 16, 1994",1.0,2.0,2.0,,,,0.0,120.0,1.0,120.0,0.0,0.0,0.0,3.2,3.255,3.18,3.23,1,1.0,0.0,1.0,0,0.375
L-MAC-1998-10-18,Macedonia,1998,0,"October 18, 1998",3.0,12.0,4.0,25.0,,,1.0,120.0,1.0,85.0,1.0,,,5.01,5.05,2.93,2.93,1,1.0,0.0,1.0,0,0.375
L-MAC-2002-9-15,Macedonia,2002,0,"September 15, 2002",2.0,9.0,25.0,,,,0.0,120.0,20.0,6.0,0.0,0.0,0.0,4.13,4.44338415242246,2.81,2.81,1,1.0,0.0,1.0,1,0.03571428571428571
L-MAC-2006-7-5,Macedonia,2006,0,"July 05, 2006",2.0,9.0,25.0,,,,0.0,120.0,20.0,6.0,0.0,0.0,0.0,5.29,5.53773887656681,4.06,4.06,1,1.0,0.0,1.0,1,0.03571428571428571
L-MAC-2008-6-1,Macedonia,2008,0,"June 01, 2008",2.0,9.0,25.0,,,,0.0,120.0,20.0,6.0,0.0,0.0,0.0,3.2,3.21577708186932,2.76,2.76,1,1.0,0.0,1.0,1,0.03571428571428571
L-MAC-2011-6-5,Macedonia,2011,0,"June 05, 2011",2.0,9.0,25.0,,,,0.0,123.0,20.0,6.0,0.0,0.0,0.0,3.53,3.62695625622857,2.91,2.91,1,1.0,0.0,1.0,1,0.03571428571428571
